word,let,syl,freq_KF,freq_BNC,freq_TV,freq_PG,freq_BN,noun,adjective,ndim1,ndim2,ndim3,ndim4,ndim5,ndim6,ndim7,adim1,adim2,adim3,adim4,adim5,adim6,adim7,adim8,adim9,adim10,p_hit,p_fa,DP
nonconfident,12,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.15,4.33,4.48,4.77,6.1,3.39,3.53,2.18,1.49,2.27,-99,-99,-99
nonconforming,13,4,-99,0.04995,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.64,4.14,5.45,2.21,6.68,2.84,2.59,4.31,4.11,3.1,-99,-99,-99
nosey,5,2,-99,0.849151,-99,-99,0.647059,0,1,-99,-99,-99,-99,-99,-99,-99,2.15,4.74,5.38,4.15,6.07,2.65,3.74,2.1,1.82,3.12,-99,-99,-99
obliging,8,3,-99,1.578422,-99,5.52528,0.333333,0,1,-99,-99,-99,-99,-99,-99,-99,4.54,3.14,3.1,2.91,4.41,1.98,2.58,4.01,3.96,4.72,-99,-99,-99
old-fashioned,13,3,-99,12.027972,-99,13.4192,-99,0,1,-99,-99,-99,-99,-99,-99,-99,4.46,3.58,5.81,4,6.37,3.87,3.63,4.68,4.24,4.5,-99,-99,-99
open-minded,11,4,-99,0.689311,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.82,2.56,4.97,4.57,5.93,4.96,4.6,6.35,6.72,4.99,-99,-99,-99
opportunist,11,4,-99,1.248751,1.300755,-99,0.352941,1,0,5.09,3.18,3.09,3.27,5.5,3.36,3.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.633333,0.076923,1.766772
oregano,7,4,-99,0.40959,1.232294,-99,0.823529,1,0,4.4,3.1,5.16,5.63,5.76,3,1.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.884615,0.058824,2.763106
organisation,12,4,-99,83.226773,-99,4.89158,2.333333,1,0,4.22,3.61,4.83,4.75,6.16,4.88,2.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.785714,0,3.117986
overcautious,12,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.14,4.33,4.64,4.47,6.07,2.82,3.98,3.23,3.25,5.22,-99,-99,-99
overcritical,12,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,1.78,4.59,5.91,3.17,4.68,3.64,3.77,2.11,1.83,2.82,-99,-99,-99
oversensitive,13,5,-99,0.24975,-99,-99,0.117647,0,1,-99,-99,-99,-99,-99,-99,-99,2.23,5.24,5.37,4.25,6.78,2.73,5.22,1.82,1.66,3.1,-99,-99,-99
pancakes,8,2,-99,1.038961,9.584511,-99,9.647059,1,0,5.69,1.66,6.36,6.12,6.63,2.69,1.84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.066667,2.265796
passionless,11,3,-99,0.21978,-99,-99,0.058824,0,1,-99,-99,-99,-99,-99,-99,-99,1.93,4.59,4.37,4.24,4.69,3.12,3.04,1.85,1.36,3.45,-99,-99,-99
pasta,5,2,-99,5.484515,4.792256,-99,4.235294,1,0,5.5,1.75,6.31,6.21,6.43,4.31,1.96,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.678571,0,2.790056
penis,5,2,-99,5.294705,8.215296,-99,13.411765,1,0,4.11,3.83,6.38,5.91,6.34,3.17,3.19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.793103,0,3.143585
perfectionistic,15,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,4.09,4.46,5.6,5.3,6.7,4.03,3.13,4.34,4.44,5.61,-99,-99,-99
pervert,7,2,-99,1.178821,4.586873,-99,6.901961,1,0,1.59,5.7,4.37,4.29,5.44,3.85,4.33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.833333,0.081081,2.365258
phlegm,6,1,-99,0.599401,-99,-99,0.666667,1,0,2.89,3.79,4.17,4.27,3.82,2.31,2.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.695652,0.045455,2.202558
pimple,6,2,-99,0.1998,-99,-99,1.666667,1,0,2.14,4.75,6.41,5.91,6.41,3.54,2.64,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.888889,0.035714,3.023383
plums,5,1,-99,1.378621,-99,-99,1.039216,1,0,3.92,2.79,5.56,5.41,6.2,2.7,1.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6875,0.055556,2.081995
prideful,8,2,-99,-99,-99,-99,0.098039,0,1,-99,-99,-99,-99,-99,-99,-99,4.71,3.88,5.82,5.27,6.11,3.66,5.56,4.31,3.91,6.04,-99,-99,-99
principled,10,3,-99,1.278721,-99,-99,0.176471,0,1,-99,-99,-99,-99,-99,-99,-99,4.65,3.61,3.84,4.38,5.04,3.47,3.73,5.18,5.77,5.4,-99,-99,-99
punctual,8,3,-99,0.679321,-99,2.59333,1.117647,0,1,-99,-99,-99,-99,-99,-99,-99,5.63,4.05,5.32,4.93,6.15,4.17,3.73,5.89,5.71,4.74,-99,-99,-99
pus,3,1,-99,0.909091,-99,-99,1,1,0,2.31,4.6,5.18,5.5,5.55,2.26,2.34,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.972973,0.076923,3.35248
putrid,6,2,-99,0.509491,-99,-99,0.627451,0,1,-99,-99,-99,-99,-99,-99,-99,1.86,5.21,4.54,5.13,5.67,2.15,5.08,1.47,1.67,3.24,-99,-99,-99
qualm,5,1,-99,0.32967,-99,-99,0.039216,1,0,3.14,3.38,2.76,3.09,3.38,1.94,2.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.736842,0.076923,2.059717
quick-witted,12,3,-99,0.31968,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.41,4.17,4.73,4.5,6.48,3.45,4.53,5.89,6.29,5.21,-99,-99,-99
radishes,8,3,-99,0.36963,-99,-99,0.470588,1,0,3.68,3.27,6.17,6.34,6.5,2.53,1.66,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.678571,0,2.790056
rambunctious,12,3,-99,-99,-99,-99,0.27451,0,1,-99,-99,-99,-99,-99,-99,-99,3.18,4.38,4.2,4.42,5.46,3.6,3.92,2.89,2.52,4.2,-99,-99,-99
rancid,6,2,-99,0.769231,-99,-99,0.490196,0,1,-99,-99,-99,-99,-99,-99,-99,1.61,4.8,6.05,3.99,5.48,1.48,2.38,1.57,1.55,3.07,-99,-99,-99
regretful,9,3,-99,0.629371,-99,-99,0.294118,0,1,-99,-99,-99,-99,-99,-99,-99,2.07,4.7,4.58,5.58,6.88,5.96,4.09,1.86,1.37,3.62,-99,-99,-99
reptile,7,2,-99,1.198801,1.71152,2.51264,1.411765,1,0,3.32,3.82,6.32,6.42,6.1,2.86,1.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.7,0.037037,2.310556
sapphire,8,2,-99,1.608392,-99,2.07356,1.196078,1,0,5.26,2.09,5.08,5.45,5.59,2.27,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.65,0.028571,2.287537
scab,4,1,-99,0.609391,-99,-99,0.627451,1,0,2.84,4.23,6.28,5.97,6.26,2.81,2.86,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.722222,0.034483,2.408101
scorching,9,2,-99,1.248751,-99,2.89476,0.392157,0,1,-99,-99,-99,-99,-99,-99,-99,2.64,4.54,5.17,4.23,6.26,2.85,2.91,2.96,2.49,4.4,-99,-99,-99
scorpion,8,3,-99,1.218781,1.471907,-99,2.666667,1,0,2.92,5.03,6.42,6.25,6.75,2.64,2.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.722222,0.026316,2.527387
scum,4,1,-99,5.764236,8.557599,2.17008,9.901961,1,0,2.42,4.8,5.04,4.42,6.19,3.47,3.33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.78125,0.166667,1.743843
seashell,8,2,-99,0.08991,-99,-99,0.313725,1,0,5.57,1.78,6.64,5.53,6.64,3.32,2.96,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6875,0.034483,2.307422
seasick,7,2,-99,0.40959,-99,-99,1.372549,0,1,-99,-99,-99,-99,-99,-99,-99,1.76,5.24,6.16,6.15,5.83,1.89,2.08,2.26,1.49,3.48,-99,-99,-99
seclusive,9,3,-99,-99,-99,-99,0.019608,0,1,-99,-99,-99,-99,-99,-99,-99,2.69,3.95,5.06,3.64,5.86,3.07,2.71,2.34,2.28,3.87,-99,-99,-99
secretive,9,3,-99,2.497502,2.224976,-99,1.333333,0,1,-99,-99,-99,-99,-99,-99,-99,2.65,4.34,5.31,5.22,6.9,2.65,3.14,2.34,2.57,4.15,-99,-99,-99
self-assured,12,3,-99,0.659341,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.98,2.4,5.4,4.6,6.65,3.88,2.84,5.77,5.72,4.49,-99,-99,-99
self-centered,13,3,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,1.81,4.25,5.02,4.29,6.33,3.5,4.99,1.41,1.38,4.54,-99,-99,-99
self-conceited,14,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,1.81,4.92,5.67,5.29,6.52,2.65,3.97,1.88,1.55,3.99,-99,-99,-99
self-concerned,14,3,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.71,4.33,4.5,3.71,6.23,2.68,3.51,3.24,2.24,3.67,-99,-99,-99
self-confident,14,4,-99,0.939061,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,6.31,2.38,5.89,4.98,6.95,4.8,3.62,6.04,6.45,5.52,-99,-99,-99
self-conscious,14,3,-99,2.787213,-99,2.03084,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.13,5.29,6.01,3.67,5.45,4.02,4.3,2.62,1.67,3.16,-99,-99,-99
self-contented,14,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.11,3.21,4.31,4.09,5.58,2.21,4.25,5.09,5.58,5.66,-99,-99,-99
self-controlled,15,3,-99,0.16983,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.56,2.93,5.02,3.74,6.5,3.65,2.91,6.21,6.34,5.87,-99,-99,-99
self-critical,13,3,-99,0.509491,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.99,4.51,4.54,4.67,5.82,3.89,3.57,3.8,2.91,4.51,-99,-99,-99
self-discipline,15,4,-99,1.208791,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.48,3.53,5.97,5.8,7,3.75,3.46,5.89,5.83,6.14,-99,-99,-99
self-indulgent,14,4,-99,1.008991,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.61,3.99,3.34,3.74,5.16,2.64,4.1,2.69,2.9,4.24,-99,-99,-99
self-pitying,12,3,-99,0.28971,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.19,3.83,4.99,3.1,6.78,3.01,5.04,1.5,1.08,2.26,-99,-99,-99
self-possesssed,15,3,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.67,4.34,4.33,3.91,6.26,3.2,3.54,2.84,2.34,4.46,-99,-99,-99
self-reliant,12,3,-99,0.529471,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.86,2.82,4.5,3.4,6.45,2.66,3.82,5.7,5.79,4.92,-99,-99,-99
self-righteous,14,3,-99,0.829171,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.69,4.48,3.85,3.89,6.75,3.82,3.67,2.69,2.65,3.93,-99,-99,-99
self-satisfied,14,4,-99,0.779221,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.26,2.91,4.51,4.03,6.26,2.44,4.08,4.92,5.57,5.1,-99,-99,-99
self-sufficient,15,4,-99,2.687313,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.56,1.64,4.84,4.67,6.72,4.25,2.6,5.56,6.03,6.66,-99,-99,-99
sharp-witted,12,3,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.2,4.26,4.74,4.66,6.58,2.23,3.09,5.31,5.72,5.34,-99,-99,-99
short-tempered,14,3,-99,0.1998,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,1.86,5.9,5.63,4.61,6.75,4.39,3.96,1.58,1.43,3.43,-99,-99,-99
sissy,5,2,-99,0.11988,3.114966,-99,7.294118,1,1,3.15,3.69,4.37,3.53,5.77,2.84,3.92,2.28,3.7,4.1,5.09,5.71,2.3,3.73,2.51,1.65,4.15,0.815789,0,3.225783
skijump,7,2,-99,-99,-99,-99,-99,1,0,4.08,3.96,6.36,5.68,6.2,2.32,2.12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.789474,0.041667,2.536261
slime,5,1,-99,1.498501,3.731113,1.84097,2.764706,1,0,2.7,3.33,5.83,5.53,6.2,2.76,1.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.708333,0,2.87487
slush,5,1,-99,0.819181,-99,-99,0.54902,1,0,3.72,3.13,5.44,5.13,5.65,3.06,2.27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.857143,0.081081,2.465407
soft-hearted,12,3,-99,0.20979,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.41,2.71,5.34,3.84,6.46,2.55,5.25,6.29,6.26,3.78,-99,-99,-99
soft-spoken,11,3,-99,0.26973,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.78,2.98,5.37,4.4,6,4.1,2.56,3.43,2.2,3.54,-99,-99,-99
spanking,8,2,-99,0.779221,1.369216,-99,1.823529,1,0,2.29,5.16,6.45,5.45,6.54,2.78,4.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.764706,0.086957,2.08126
spatula,7,3,-99,0.38961,1.506138,-99,1.098039,1,0,3.9,2.3,6.42,6.34,6.53,2.59,1.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.846154,0,3.346424
spendthrift,11,2,-99,0.30969,-99,-99,0.058824,1,0,3.42,3.78,2.87,3.39,3.39,2.44,2.23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.793103,0.04,2.567923
spiteful,8,2,-99,1.328671,1.403446,2.56723,0.745098,0,1,-99,-99,-99,-99,-99,-99,-99,2.13,5.71,5.26,4.78,7,3.77,4.78,2.28,1.69,2.72,-99,-99,-99
sportsmanlike,13,3,-99,-99,-99,-99,0.078431,0,1,-99,-99,-99,-99,-99,-99,-99,5.67,2.89,5.29,5.67,6.18,4.82,2.8,5.4,5.37,5.62,-99,-99,-99
stalk,5,1,-99,2.317682,3.046505,4.23969,1.686275,1,0,2.13,5.13,4.5,4.29,6.02,3.68,3.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.724138,0.037037,2.381334
stork,5,1,-99,0.889111,-99,-99,1.627451,1,0,3.52,2.82,5.41,5.41,5.11,1.66,2.11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.676471,0.043478,2.169527
strong-minded,13,3,-99,0.34965,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.04,4.34,4.81,4.56,5.86,3.53,2.64,5.35,5.71,5.5,-99,-99,-99
stupide,7,2,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.12,4.24,4.27,4.05,4.31,2.57,3.78,2.07,1.1,2.54,-99,-99,-99
suggestible,11,4,-99,0.18981,-99,-99,0.156863,0,1,-99,-99,-99,-99,-99,-99,-99,3.54,2.88,3.76,3.81,6.2,3.12,2.34,2.95,3.12,3.17,-99,-99,-99
swimmer,7,2,-99,1.708292,1.643059,1.72546,3.72549,1,0,4.83,2.63,6.8,6.43,6.9,3.53,2.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0.030303,2.550848
syphilis,8,3,-99,2.627373,1.232294,-99,1.921569,1,0,1.67,5.17,3.39,5.82,5.35,2.18,4.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8125,0.043478,2.598822
tactless,8,2,-99,0.739261,-99,-99,0.27451,0,1,-99,-99,-99,-99,-99,-99,-99,2.16,4.59,4.86,2.93,6.12,3.32,3.42,1.92,1.49,3.54,-99,-99,-99
tangerines,10,3,-99,0.23976,-99,-99,0.156863,1,0,4.56,1.82,6.34,6.15,6.35,2.52,1.82,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.857143,0,3.393918
tattoo,6,2,-99,1.818182,9.687203,-99,11.960784,1,0,3.64,3.72,6.56,5.68,6.84,4.68,3.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.782609,0.045455,2.471655
temperamental,13,5,-99,1.378621,-99,-99,0.803922,0,1,-99,-99,-99,-99,-99,-99,-99,2.52,5.66,5.76,4.15,5.72,2.5,4.37,2.17,1.96,3.29,-99,-99,-99
tempestuous,11,4,-99,0.46953,-99,2.68827,0.235294,0,1,-99,-99,-99,-99,-99,-99,-99,3.36,4.13,2.77,4.05,3.95,2.06,3.58,3.16,3.01,3.77,-99,-99,-99
termite,7,2,-99,0.35964,-99,-99,0.745098,1,0,1.92,4.7,5.57,6.37,6.7,2.7,1.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.619048,0.026316,2.240912
terrorist,9,3,-99,7.972028,4.997638,-99,12.098039,1,0,1.24,6.02,5.35,4.91,6.21,5.05,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.756757,0,3.022256
thruthful,9,2,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,5.4,2.16,4.63,4.18,4.56,3.49,3.66,5.67,5.92,4.49,-99,-99,-99
tickle,6,2,-99,1.518482,2.669971,1.44302,4.803922,1,0,5.13,3.06,5.89,5.27,6.58,2.82,3.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.657143,0,2.731026
toaster,7,2,-99,0.709291,2.60151,-99,3.882353,1,0,4.07,3.11,6.61,5.96,6.73,3.34,1.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.7,0.057143,2.10362
toothache,9,2,-99,0.979021,-99,1.46439,1.137255,1,0,2.22,5.14,4.29,5.29,5.85,2.4,3.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.794118,0.076923,2.246869
tumour,6,2,-99,9.380619,-99,-99,0.686275,1,0,1.54,5.75,4.33,5.36,5.9,4.42,5.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.035714,2.23347
turnip,6,2,-99,0.559441,-99,1.46359,1.72549,1,0,3.9,2.72,6.6,5.84,6.15,1.81,1.63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.722222,0.052632,2.209312
ultra-critical,14,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.04,5.48,4.99,5.1,4.64,2.51,4.55,2.51,2.1,4.74,-99,-99,-99
unaccomodating,14,6,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.13,5.01,3.09,3.2,4.65,3.43,3.61,1.6,1.28,3.23,-99,-99,-99
unadventurous,13,5,-99,0.20979,-99,-99,0.039216,0,1,-99,-99,-99,-99,-99,-99,-99,2.39,3.95,5.48,4.85,6.51,3.2,1.84,2.05,1.57,3.71,-99,-99,-99
unagreeable,11,3,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.84,4.76,5.11,4.49,6.47,3.71,3.3,2.67,2.39,3.73,-99,-99,-99
unagressive,11,3,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.75,2.66,4.92,3.94,5.55,2.6,2.84,3.55,3.62,3.6,-99,-99,-99
unappealing,11,4,-99,0.46953,-99,-99,0.313725,0,1,-99,-99,-99,-99,-99,-99,-99,1.6,4.82,4.74,2.92,6.26,3.65,3.03,1.38,1.23,3.29,-99,-99,-99
unappreciative,14,6,-99,0.12987,-99,-99,0.137255,0,1,-99,-99,-99,-99,-99,-99,-99,1.56,4.98,4.86,4.61,6.54,4.27,4.23,1.52,1.43,3.34,-99,-99,-99
unassuming,10,4,-99,0.989011,-99,-99,0.333333,0,1,-99,-99,-99,-99,-99,-99,-99,4.16,3.34,4.06,2.99,5.86,2.54,3.38,4.02,3.74,3.91,-99,-99,-99
unattentive,11,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,1.55,4.18,6.08,4.38,6.68,2.85,3.74,1.38,1.46,1.73,-99,-99,-99
uncompetitive,13,5,-99,0.709291,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.72,2.5,5.64,5.16,6.75,3.4,3.19,2.33,1.39,2.55,-99,-99,-99
uncongenial,11,4,-99,0.33966,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.7,4.48,3.87,3.48,4.6,2.25,3.05,2.8,2.6,4.12,-99,-99,-99
uncultured,10,3,-99,0.07992,-99,-99,0.058824,0,1,-99,-99,-99,-99,-99,-99,-99,2.23,4.71,5.8,4.16,5.97,2.76,2.95,1.81,1.37,3.4,-99,-99,-99
undecided,9,4,-99,2.057942,-99,2.8639,0.352941,0,1,-99,-99,-99,-99,-99,-99,-99,2.79,4.71,5.34,4.26,6.82,3.13,1.6,3.1,2.64,3.02,-99,-99,-99
unenterprising,14,5,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.76,4.07,2.88,3.13,3.67,2.43,2.95,2.73,1.94,3.55,-99,-99,-99
unentertaining,14,5,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.3,4.89,4.25,3.56,6.89,3.79,3.44,2.18,1.47,3.09,-99,-99,-99
unethical,9,4,-99,0.919081,2.464589,-99,1.764706,0,1,-99,-99,-99,-99,-99,-99,-99,1.94,5.36,3.36,2.51,5.22,5.05,3.75,1.69,1.35,3.08,-99,-99,-99
unforgiving,11,4,-99,0.849151,-99,-99,0.509804,0,1,-99,-99,-99,-99,-99,-99,-99,1.52,5.08,4.5,4.68,6.87,5.1,5.32,1.22,1.12,3.89,-99,-99,-99
ungraceful,10,3,-99,-99,-99,-99,0.058824,0,1,-99,-99,-99,-99,-99,-99,-99,2.1,4.43,5.48,3.01,6.74,2.83,2.23,3.3,1.87,2.61,-99,-99,-99
unhibited,9,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.41,4.25,2.09,3.82,5.46,2.88,2.62,3.03,3.28,3.98,-99,-99,-99
unindustrious,13,5,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.37,4.16,4.1,2.59,3.68,1.97,2.63,2.48,2.08,3.74,-99,-99,-99
uninquisitive,13,5,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.37,4.2,3.76,3.8,3.92,2.61,3,2.44,1.77,3.12,-99,-99,-99
uninspiring,11,4,-99,0.779221,-99,-99,0.196078,0,1,-99,-99,-99,-99,-99,-99,-99,1.91,4.29,4.65,4.95,6.66,2.81,3.91,2.41,1.48,2.4,-99,-99,-99
unintellectual,14,5,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,1.7,4.39,5.67,4.45,5.44,3.75,4.19,1.87,1.19,3.68,-99,-99,-99
unintelligent,13,5,-99,0.2997,-99,-99,0.215686,0,1,-99,-99,-99,-99,-99,-99,-99,1.88,5.12,6.25,5.99,6.59,5.23,3.61,1.95,1.17,4.19,-99,-99,-99
unkindly,8,3,-99,0.959041,-99,-99,0.098039,0,1,-99,-99,-99,-99,-99,-99,-99,1.83,4.8,4.58,3.63,6.27,2.59,3.98,1.87,1.52,3.24,-99,-99,-99
unobliging,10,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.02,4.06,4.38,2.98,6.39,3.64,3.91,2.78,2.23,3.88,-99,-99,-99
unobservant,11,4,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.23,4.34,5.25,4.33,5.46,3.88,3.66,1.88,1.49,4.14,-99,-99,-99
unoriginal,10,5,-99,0.20979,-99,-99,0.196078,0,1,-99,-99,-99,-99,-99,-99,-99,2.58,3.8,5.03,3.79,6.78,4.02,2.55,2.54,2.03,3.41,-99,-99,-99
unpleasing,10,3,-99,0.16983,-99,-99,0.019608,0,1,-99,-99,-99,-99,-99,-99,-99,1.38,5.93,4.9,4.36,6.85,3.54,3.94,1.25,1.25,3.72,-99,-99,-99
unpoised,8,2,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,2.19,3.39,4.05,4.2,5.41,2.81,2.2,2.25,1.65,3.25,-99,-99,-99
unpunctual,10,4,-99,0.04995,-99,-99,0.019608,0,1,-99,-99,-99,-99,-99,-99,-99,1.66,5.11,5.06,5,6.46,4.01,3.95,2.11,1.47,3.44,-99,-99,-99
unrestrained,12,3,-99,0.899101,-99,2.38606,0.137255,0,1,-99,-99,-99,-99,-99,-99,-99,3.6,3.97,6.17,4.52,6,2.91,2.81,3.69,3.65,4.4,-99,-99,-99
unsociable,10,4,-99,0.34965,-99,-99,0.117647,0,1,-99,-99,-99,-99,-99,-99,-99,1.74,5.26,5.76,4.89,6.19,3.84,3.51,1.96,1.73,3.93,-99,-99,-99
unsocial,8,3,-99,0.44955,-99,-99,0.078431,0,1,-99,-99,-99,-99,-99,-99,-99,1.94,5.13,5.92,3.75,6.17,3.75,3.67,1.98,1.81,3.36,-99,-99,-99
unsporting,10,3,-99,0.21978,-99,-99,0.039216,0,1,-99,-99,-99,-99,-99,-99,-99,2.53,4.38,4.26,3.88,4.52,1.76,3.21,1.98,1.5,3.51,-99,-99,-99
unsportsmanlike,15,4,-99,0.04995,-99,-99,0.117647,0,1,-99,-99,-99,-99,-99,-99,-99,1.9,5.14,6.3,4.42,6.48,3.58,2.7,2.13,1.47,3.69,-99,-99,-99
unstudious,10,3,-99,-99,-99,-99,0.019608,0,1,-99,-99,-99,-99,-99,-99,-99,2,3.56,5.14,3.86,4.39,3.21,2.03,1.55,1.34,2.72,-99,-99,-99
unsystematic,12,4,-99,0.43956,-99,-99,-99,0,1,-99,-99,-99,-99,-99,-99,-99,3.2,4.4,4.19,3.61,4.88,3.04,1.65,2.86,2.78,3.43,-99,-99,-99
untiring,8,3,-99,0.26973,-99,-99,0.117647,0,1,-99,-99,-99,-99,-99,-99,-99,4.54,3.78,4.32,3.61,5.3,2.37,3.17,4.8,4.47,4.8,-99,-99,-99
untrustworthy,13,4,-99,0.609391,-99,-99,0.411765,0,1,-99,-99,-99,-99,-99,-99,-99,2.32,4.85,4.95,3.47,6.6,4.08,3.99,1.16,1.25,3.35,-99,-99,-99
untruthful,10,3,-99,0.10989,-99,-99,0.098039,0,1,-99,-99,-99,-99,-99,-99,-99,2.17,4.31,5.95,4.77,6.14,5.24,4.75,1.9,1.41,3.5,-99,-99,-99
utensil,7,3,-99,0.13986,-99,-99,0.235294,1,0,4.39,3.21,6.08,5.91,6.73,3.04,1.65,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.826087,0.060606,2.48852
valour,6,2,-99,0.979021,-99,7.81561,0.294118,0,1,-99,-99,-99,-99,-99,-99,-99,4.06,3.36,3.5,3.95,5.08,3.75,3.57,4.63,4.97,3.97,-99,-99,-99
